Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server UDP Session Count, Server UDP ARQ Session Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Apr 19 12:42:01 2021,26980602,1,24000,984,972,996,984,972,996,0,0,239253,168144,347226,1060,24872,24870,1.640000 ~ 2.500000,0.410000 ~ 0.625000,0 ~ 2,451 K 162 B,342 K 1001 B
Mon Apr 19 12:42:05 2021,26980602,5,25000,1022,977,1087,1022,977,1086,0,10,242488,176751,498464,1060,24872,24870,1.640000 ~ 2.500000,0.410000 ~ 0.625000,0 ~ 2,451 K 162 B,342 K 1001 B
Mon Apr 19 12:43:02 2021,26980603,2,25000,1031,1016,1057,1031,1016,1057,0,5,241607,197810,283802,1013,25516,25514,2.080000 ~ 2.560000,0.520000 ~ 0.640000,0 ~ 5,424 K 386 B,317 K 903 B
Mon Apr 19 12:43:05 2021,26980603,5,26000,1029,1008,1061,1029,1008,1061,0,0,251721,191481,343706,1013,25516,25514,2.080000 ~ 2.560000,0.520000 ~ 0.640000,0 ~ 5,424 K 386 B,317 K 903 B
Mon Apr 19 12:44:01 2021,26980604,1,26000,943,888,998,943,888,998,0,0,270948,220080,377100,1026,26616,26616,2.550000 ~ 3.500000,0.637500 ~ 0.875000,0 ~ 5,388 K 897 B,316 K 889 B
Mon Apr 19 12:44:05 2021,26980604,5,27000,518,452,625,518,452,625,0,0,524135,308323,2124445,1026,26616,26616,2.550000 ~ 3.500000,0.637500 ~ 0.875000,0 ~ 5,388 K 897 B,316 K 889 B
Mon Apr 19 12:45:05 2021,26980605,5,27000,513,465,550,505,454,541,0,439,516833,400752,1506509,617,26777,26738,2.940000 ~ 3.510000,0.735000 ~ 0.877500,0 ~ 1,428 K 710 B,290 K 786 B
Mon Apr 19 12:46:05 2021,26980606,5,27000,519,491,556,515,486,551,0,283,501021,365434,2231150,508,26516,26490,3.150000 ~ 3.510000,0.787500 ~ 0.877500,0 ~ 1,424 K 321 B,277 K 614 B
Mon Apr 19 12:47:05 2021,26980607,5,27000,520,500,545,517,495,543,0,160,508976,392376,1627882,520,26583,26558,2.970000 ~ 3.270000,0.742500 ~ 0.817500,0 ~ 1,454 K 935 B,289 K 129 B
Mon Apr 19 12:48:05 2021,26980608,5,27000,499,461,530,496,455,529,0,212,528130,410182,2332678,518,26553,26533,3.020000 ~ 3.870000,0.755000 ~ 0.967500,0 ~ 3,420 K 797 B,273 K 806 B
Mon Apr 19 12:49:05 2021,26980609,5,27000,502,470,521,496,466,517,0,358,520912,420908,1221469,497,26430,26404,3.620000 ~ 4.450000,0.905000 ~ 1.112500,0 ~ 2,460 K 108 B,298 K 502 B
Mon Apr 19 12:50:05 2021,26980610,5,27000,549,528,581,547,525,578,0,118,475719,367595,866000,514,26566,26545,3.890000 ~ 4.560000,0.972500 ~ 1.140000,0 ~ 2,446 K 161 B,285 K 677 B
Mon Apr 19 12:51:05 2021,26980611,5,27000,561,539,574,559,536,572,0,142,471881,379265,1446445,543,26684,26669,4.160000 ~ 5.090000,1.040000 ~ 1.272500,0 ~ 2,444 K 207 B,302 K 747 B
Mon Apr 19 12:52:05 2021,26980612,5,27000,569,547,587,568,546,586,0,63,467000,363870,1724573,568,26803,26794,4.100000 ~ 4.830000,1.025000 ~ 1.207500,0 ~ 6,427 K 657 B,285 K 907 B
