Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server UDP Session Count, Server UDP ARQ Session Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Wed Apr  7 07:39:02 2021,26963019,2,400,39713,39713,39713,39716,39716,39716,0,0,303,282,321,45429,501,501,3.080000 ~ 3.670000,0.770000 ~ 0.917500,0,13 M 521 K 702 B,5 M 526 K 700 B
Wed Apr  7 07:39:13 2021,26963019,13,500,49645,49633,49655,49645,49626,49657,0,0,282,262,330,45429,501,501,3.080000 ~ 3.670000,0.770000 ~ 0.917500,0,13 M 521 K 702 B,5 M 526 K 700 B
Wed Apr  7 07:39:14 2021,26963019,14,400,39730,39730,39730,39728,39728,39728,0,0,269,261,275,45429,501,501,3.080000 ~ 3.670000,0.770000 ~ 0.917500,0,13 M 521 K 702 B,5 M 526 K 700 B
Wed Apr  7 07:39:19 2021,26963019,19,500,49648,49644,49652,49647,49641,49653,0,0,267,250,280,45429,501,501,3.080000 ~ 3.670000,0.770000 ~ 0.917500,0,13 M 521 K 702 B,5 M 526 K 700 B
Wed Apr  7 07:40:04 2021,26963020,4,500,49645,49638,49654,49646,49640,49656,0,0,268,251,290,49667,501,501,2.400000 ~ 3.180000,0.600000 ~ 0.795000,0,13 M 518 K 610 B,5 M 520 K 774 B
Wed Apr  7 07:40:05 2021,26963020,5,400,39728,39728,39728,39725,39725,39725,0,0,270,255,287,49667,501,501,2.400000 ~ 3.180000,0.600000 ~ 0.795000,0,13 M 518 K 610 B,5 M 520 K 774 B
Wed Apr  7 07:40:15 2021,26963020,15,500,49649,49626,49658,49649,49631,49658,0,0,273,255,294,49667,501,501,2.400000 ~ 3.180000,0.600000 ~ 0.795000,0,13 M 518 K 610 B,5 M 520 K 774 B
Wed Apr  7 07:40:16 2021,26963020,16,400,39706,39706,39706,39707,39707,39707,0,0,276,269,289,49667,501,501,2.400000 ~ 3.180000,0.600000 ~ 0.795000,0,13 M 518 K 610 B,5 M 520 K 774 B
Wed Apr  7 07:40:19 2021,26963020,19,500,49642,49638,49649,49643,49639,49647,0,0,273,253,281,49667,501,501,2.400000 ~ 3.180000,0.600000 ~ 0.795000,0,13 M 518 K 610 B,5 M 520 K 774 B
Wed Apr  7 07:41:06 2021,26963021,6,500,49651,49645,49656,49651,49645,49657,0,0,278,255,309,49520,501,501,2.550000 ~ 3.440000,0.637500 ~ 0.860000,0,13 M 518 K 532 B,5 M 521 K 252 B
Wed Apr  7 07:41:07 2021,26963021,7,400,39714,39714,39714,39711,39711,39711,0,0,276,270,282,49520,501,501,2.550000 ~ 3.440000,0.637500 ~ 0.860000,0,13 M 518 K 532 B,5 M 521 K 252 B
Wed Apr  7 07:41:15 2021,26963021,15,500,49649,49637,49654,49649,49641,49654,0,0,267,250,283,49520,501,501,2.550000 ~ 3.440000,0.637500 ~ 0.860000,0,13 M 518 K 532 B,5 M 521 K 252 B
Wed Apr  7 07:41:16 2021,26963021,16,400,39723,39723,39723,39723,39723,39723,0,0,272,262,280,49520,501,501,2.550000 ~ 3.440000,0.637500 ~ 0.860000,0,13 M 518 K 532 B,5 M 521 K 252 B
Wed Apr  7 07:41:19 2021,26963021,19,500,49640,49633,49648,49642,49636,49652,0,0,272,263,282,49520,501,501,2.550000 ~ 3.440000,0.637500 ~ 0.860000,0,13 M 518 K 532 B,5 M 521 K 252 B
Wed Apr  7 07:42:03 2021,26963022,3,500,49653,49651,49656,49653,49651,49657,0,0,293,272,319,49669,501,501,2.780000 ~ 3.210000,0.695000 ~ 0.802500,0,13 M 517 K 142 B,5 M 509 K 959 B
Wed Apr  7 07:42:04 2021,26963022,4,400,39715,39715,39715,39714,39714,39714,0,0,298,282,315,49669,501,501,2.780000 ~ 3.210000,0.695000 ~ 0.802500,0,13 M 517 K 142 B,5 M 509 K 959 B
Wed Apr  7 07:42:11 2021,26963022,11,500,49650,49639,49661,49649,49639,49660,0,0,297,259,328,49669,501,501,2.780000 ~ 3.210000,0.695000 ~ 0.802500,0,13 M 517 K 142 B,5 M 509 K 959 B
Wed Apr  7 07:42:12 2021,26963022,12,400,39718,39718,39718,39718,39718,39718,0,0,306,265,323,49669,501,501,2.780000 ~ 3.210000,0.695000 ~ 0.802500,0,13 M 517 K 142 B,5 M 509 K 959 B
Wed Apr  7 07:42:19 2021,26963022,19,500,49645,49638,49651,49646,49637,49654,0,0,290,260,311,49669,501,501,2.780000 ~ 3.210000,0.695000 ~ 0.802500,0,13 M 517 K 142 B,5 M 509 K 959 B
Wed Apr  7 07:43:00 2021,26963023,0,400,39717,39717,39717,39717,39717,39717,0,0,279,269,292,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:07 2021,26963023,7,500,49648,49633,49663,49647,49630,49660,0,0,271,256,284,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:08 2021,26963023,8,400,39703,39703,39703,39703,39703,39703,0,0,277,266,282,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:10 2021,26963023,10,500,49654,49647,49662,49656,49654,49658,0,0,332,267,514,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:17 2021,26963023,17,600,59576,59546,59598,59578,59549,59601,0,15,390,301,582,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:18 2021,26963023,18,500,49657,49657,49657,49661,49661,49661,0,0,364,332,397,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:43:19 2021,26963023,19,600,59585,59585,59585,59577,59577,59577,0,0,360,337,383,49672,606,606,3.000000 ~ 4.050000,0.750000 ~ 1.012500,0,16 M 220 K 980 B,6 M 615 K 667 B
Wed Apr  7 07:44:06 2021,26963024,6,600,59564,59498,59589,59565,59496,59588,0,0,364,331,475,54641,601,601,3.350000 ~ 3.720000,0.837500 ~ 0.930000,0,16 M 225 K 243 B,6 M 631 K 894 B
Wed Apr  7 07:44:07 2021,26963024,7,500,49642,49642,49642,49641,49641,49641,0,0,367,347,393,54641,601,601,3.350000 ~ 3.720000,0.837500 ~ 0.930000,0,16 M 225 K 243 B,6 M 631 K 894 B
Wed Apr  7 07:44:16 2021,26963024,16,600,59572,59541,59586,59572,59540,59588,0,0,352,292,563,54641,601,601,3.350000 ~ 3.720000,0.837500 ~ 0.930000,0,16 M 225 K 243 B,6 M 631 K 894 B
Wed Apr  7 07:44:17 2021,26963024,17,500,49644,49644,49644,49645,49645,49645,0,0,335,294,368,54641,601,601,3.350000 ~ 3.720000,0.837500 ~ 0.930000,0,16 M 225 K 243 B,6 M 631 K 894 B
Wed Apr  7 07:44:19 2021,26963024,19,600,59578,59577,59579,59580,59575,59584,0,0,337,294,387,54641,601,601,3.350000 ~ 3.720000,0.837500 ~ 0.930000,0,16 M 225 K 243 B,6 M 631 K 894 B
Wed Apr  7 07:45:08 2021,26963025,8,600,59575,59565,59583,59575,59567,59583,0,0,353,298,397,59456,601,601,2.880000 ~ 3.560000,0.720000 ~ 0.890000,0,16 M 230 K 573 B,6 M 619 K 677 B
Wed Apr  7 07:45:09 2021,26963025,9,500,49650,49650,49650,49649,49649,49649,0,0,372,307,416,59456,601,601,2.880000 ~ 3.560000,0.720000 ~ 0.890000,0,16 M 230 K 573 B,6 M 619 K 677 B
Wed Apr  7 07:45:19 2021,26963025,19,600,59578,59568,59587,59578,59568,59587,0,0,368,299,749,59456,601,601,2.880000 ~ 3.560000,0.720000 ~ 0.890000,0,16 M 230 K 573 B,6 M 619 K 677 B
Wed Apr  7 07:46:00 2021,26963026,0,600,59572,59572,59572,59570,59570,59570,0,0,333,296,360,59628,601,601,3.240000 ~ 4.560000,0.810000 ~ 1.140000,0,16 M 218 K 888 B,6 M 619 K 911 B
Wed Apr  7 07:46:01 2021,26963026,1,500,49638,49638,49638,49638,49638,49638,0,0,337,293,359,59628,601,601,3.240000 ~ 4.560000,0.810000 ~ 1.140000,0,16 M 218 K 888 B,6 M 619 K 911 B
Wed Apr  7 07:46:10 2021,26963026,10,600,59576,59564,59585,59576,59562,59585,0,0,334,288,383,59628,601,601,3.240000 ~ 4.560000,0.810000 ~ 1.140000,0,16 M 218 K 888 B,6 M 619 K 911 B
Wed Apr  7 07:46:11 2021,26963026,11,500,49648,49648,49648,49648,49648,49648,0,0,336,313,352,59628,601,601,3.240000 ~ 4.560000,0.810000 ~ 1.140000,0,16 M 218 K 888 B,6 M 619 K 911 B
Wed Apr  7 07:46:19 2021,26963026,19,600,59574,59560,59589,59574,59556,59585,0,0,320,292,354,59628,601,601,3.240000 ~ 4.560000,0.810000 ~ 1.140000,0,16 M 218 K 888 B,6 M 619 K 911 B
Wed Apr  7 07:47:00 2021,26963027,0,500,49640,49640,49640,49642,49642,49642,0,0,319,310,335,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:47:08 2021,26963027,8,600,59575,59551,59587,59575,59557,59588,0,0,332,283,381,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:47:09 2021,26963027,9,500,49651,49651,49651,49650,49650,49650,0,0,338,284,368,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:47:17 2021,26963027,17,600,59578,59563,59592,59577,59569,59591,0,0,366,282,456,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:47:18 2021,26963027,18,500,49642,49642,49642,49645,49645,49645,0,0,347,319,375,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:47:19 2021,26963027,19,600,59580,59580,59580,59583,59583,59583,0,0,331,285,355,59622,601,601,3.560000 ~ 4.570000,0.890000 ~ 1.142500,0,16 M 230 K 145 B,6 M 610 K 677 B
Wed Apr  7 07:48:07 2021,26963028,7,600,59574,59563,59585,59574,59564,59584,0,0,333,281,373,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:48:08 2021,26963028,8,500,49653,49653,49653,49657,49657,49657,0,0,329,319,340,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:48:11 2021,26963028,11,600,59577,59575,59580,59575,59575,59576,0,0,334,290,431,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:48:13 2021,26963028,13,700,69495,69495,69496,69492,69484,69499,0,15,452,398,564,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:48:14 2021,26963028,14,600,59554,59554,59554,59560,59560,59560,0,0,440,412,472,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:48:19 2021,26963028,19,700,69509,69498,69521,69508,69493,69522,0,0,490,386,643,59449,706,706,3.590000 ~ 4.830000,0.897500 ~ 1.207500,0,18 M 934 K 854 B,7 M 718 K 939 B
Wed Apr  7 07:49:00 2021,26963029,0,600,59555,59555,59555,59562,59562,59562,0,0,567,396,698,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:49:06 2021,26963029,6,700,69502,69488,69510,69501,69490,69510,0,0,473,381,622,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:49:07 2021,26963029,7,600,59568,59568,59568,59572,59572,59572,0,0,511,442,586,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:49:13 2021,26963029,13,700,69490,69437,69516,69489,69426,69519,0,0,515,392,625,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:49:14 2021,26963029,14,600,59579,59579,59579,59585,59585,59585,0,0,509,406,592,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:49:19 2021,26963029,19,700,69502,69481,69516,69501,69487,69518,0,0,485,367,580,63898,701,701,4.730000 ~ 5.560000,1.182500 ~ 1.390000,0,18 M 949 K 398 B,7 M 711 K 122 B
Wed Apr  7 07:50:00 2021,26963030,0,600,59571,59571,59571,59571,59571,59571,0,0,529,391,604,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:06 2021,26963030,6,700,69501,69483,69515,69501,69485,69514,0,0,506,376,621,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:07 2021,26963030,7,600,59567,59567,59567,59571,59571,59571,0,0,465,387,528,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:12 2021,26963030,12,700,69512,69489,69527,69509,69482,69525,0,0,462,378,534,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:13 2021,26963030,13,600,59551,59551,59551,59552,59552,59552,0,0,453,405,521,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:18 2021,26963030,18,700,69509,69495,69519,69510,69498,69519,0,0,467,392,558,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:50:19 2021,26963030,19,600,59559,59559,59559,59558,59558,59558,0,0,446,393,485,69518,701,701,5.290000 ~ 5.870000,1.322500 ~ 1.467500,0,18 M 950 K 911 B,7 M 714 K 782 B
Wed Apr  7 07:51:04 2021,26963031,4,700,69500,69491,69509,69502,69492,69509,0,0,443,404,495,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:51:05 2021,26963031,5,600,59568,59568,59568,59566,59566,59566,0,0,452,410,487,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
